SYMBOL,NIFTY50,FNO,SMALLCAP250,MICROCAP250
VENUSPIPES,NO,NO,NO,NO
VERANDA,NO,NO,NO,NO
VESUVIUS,NO,NO,NO,NO
VGCL,NO,NO,NO,NO
VGL,NO,NO,NO,NO
VGUARD,NO,NO,NO,YES
VHL,NO,NO,NO,NO
VIDHIING,NO,NO,NO,NO
VIDYAWIRES,NO,NO,NO,NO
VIJAYA,NO,NO,YES,NO
VIJSOLX,NO,NO,NO,NO
VIKASECO,NO,NO,NO,NO
VIKASLIFE,NO,NO,NO,NO
VIKRAMSOLR,NO,NO,NO,YES
VIKRAN,NO,NO,NO,NO
VIMTALABS,NO,NO,NO,NO
VINATIORGA,NO,NO,NO,NO
VINCOFE,NO,NO,NO,NO
VINDHYATEL,NO,NO,NO,NO
VINEETLAB,NO,NO,NO,NO
VINNY,NO,NO,NO,NO
VINYLINDIA,NO,NO,NO,NO
VIPCLOTHNG,NO,NO,NO,NO
VIPIND,NO,NO,NO,YES
VIRAT,NO,NO,NO,NO
VIRINCHI,NO,NO,NO,NO
VIRTUALG,NO,NO,NO,NO
VISACHROME,NO,NO,NO,NO
VISAKAIND,NO,NO,NO,NO
VISHAL,NO,NO,NO,NO
VISHNU,NO,NO,NO,NO
VISHWARAJ,NO,NO,NO,NO
VISL,NO,NO,NO,NO
VIVIDHA,NO,NO,NO,NO
VIVOBIOT,NO,NO,NO,NO
VIYASH,NO,NO,NO,YES
VLSFINANCE,NO,NO,NO,NO
VMART,NO,NO,NO,YES
VMM,NO,YES,NO,NO
VMSTMT,NO,NO,NO,NO
VOEPL,NO,NO,NO,NO
VOGL,NO,NO,NO,NO
VOITHPAPR,NO,NO,NO,NO
VOLTAMP,NO,NO,NO,YES
VOLTAS,NO,YES,NO,NO
VPRPL,NO,NO,NO,NO
VRAJ,NO,NO,NO,NO
VRLLOG,NO,NO,NO,NO
VSSL,NO,NO,NO,NO
VSTIND,NO,NO,NO,NO
VSTL,NO,NO,NO,NO
VSTTILLERS,NO,NO,NO,NO
VTL,NO,NO,YES,NO
VTMLTD,NO,NO,NO,NO
WAAREEENER,NO,YES,NO,NO
WAAREEINDO,NO,NO,NO,NO
WAAREERTL,NO,NO,NO,YES
WABAG,NO,NO,NO,YES
WAKEFIT,NO,NO,NO,YES
WALCHANNAG,NO,NO,NO,NO
WANBURY,NO,NO,NO,NO
WARDINMOBI,NO,NO,NO,NO
WATERBASE,NO,NO,NO,NO
WCIL,NO,NO,NO,NO
WEALTH,NO,NO,NO,NO
WEBELSOLAR,NO,NO,NO,YES
WEIZMANIND,NO,NO,NO,NO
WEL,NO,NO,NO,NO
WELCORP,NO,NO,YES,NO
WELENT,NO,NO,NO,YES
WELSPLSOL,NO,NO,NO,NO
WELSPUNLIV,NO,NO,YES,NO
WENDT,NO,NO,NO,NO
WESTLIFE,NO,NO,NO,YES
WEWIN,NO,NO,NO,NO
WEWORK,NO,NO,NO,YES
WHBRADY,NO,NO,NO,NO
WHEELS,NO,NO,NO,NO
WHIRLPOOL,NO,NO,YES,NO
WILLAMAGOR,NO,NO,NO,NO
WINDLAS,NO,NO,NO,NO
WINDMACHIN,NO,NO,NO,NO
WIPL,NO,NO,NO,NO
WIPRO,YES,YES,NO,NO
WOCKPHARMA,NO,NO,YES,NO
WONDERLA,NO,NO,NO,NO
WORTHPERI,NO,NO,NO,NO
WPIL,NO,NO,NO,NO
WSI,NO,NO,NO,NO
WSTCSTPAPR,NO,NO,NO,NO
XCHANGING,NO,NO,NO,NO
XELPMOC,NO,NO,NO,NO
XPROINDIA,NO,NO,NO,NO
XTGLOBAL,NO,NO,NO,NO
XTRANET,NO,NO,NO,NO
YASHO,NO,NO,NO,NO
YATHARTH,NO,NO,NO,YES
YATRA,NO,NO,NO,NO
YESBANK,NO,YES,NO,NO
YOGI,NO,NO,NO,NO
YUKEN,NO,NO,NO,NO
ZAGGLE,NO,NO,NO,YES
ZEEL,NO,NO,YES,NO
ZEEMEDIA,NO,NO,NO,NO
ZENITHEXPO,NO,NO,NO,NO
ZENITHSTL,NO,NO,NO,NO
ZENSARTECH,NO,NO,YES,NO
ZENTEC,NO,NO,YES,NO
ZFCVINDIA,NO,NO,YES,NO
ZFSTEERING,NO,NO,NO,NO
ZIMLAB,NO,NO,NO,NO
ZODIAC,NO,NO,NO,NO
ZODIACLOTH,NO,NO,NO,NO
ZOTA,NO,NO,NO,NO
ZSARACOM,NO,NO,NO,NO
ZUARI,NO,NO,NO,NO
ZUARIIND,NO,NO,NO,NO
ZYDUSLIFE,NO,YES,NO,NO
ZYDUSWELL,NO,NO,YES,NO
